State,Gender,Race,Year,Population
Oklahoma,Female,More than one race,2012.0,110922.0
Oklahoma,Female,American Indian or Alaska Native,2012.0,174733.0
Ohio,Male,White,2012.0,4724994.0
Ohio,Male,Native Hawaiian or Other Pacific Islander,2012.0,2856.0
Arizona,Male,Asian,2012.0,97249.0
Ohio,Male,Black or African American,2012.0,688524.0
Ohio,Male,Asian,2012.0,102266.0
Washington,Female,More than one race,2012.0,149811.0
Ohio,Male,More than one race,2012.0,111500.0
Ohio,Male,American Indian or Alaska Native,2012.0,15665.0
Arizona,Female,More than one race,2012.0,83239.0
Oklahoma,Male,Asian,2012.0,35582.0
Oregon,Female,More than one race,2012.0,67990.0
Arizona,Female,Black or African American,2012.0,142716.0
Oregon,Female,White,2012.0,1738326.0
Oregon,Female,Native Hawaiian or Other Pacific Islander,2012.0,7771.0
Washington,Female,Native Hawaiian or Other Pacific Islander,2012.0,23011.0
Oregon,Female,Black or African American,2012.0,35821.0
Oklahoma,Male,American Indian or Alaska Native,2012.0,171588.0
Arizona,Female,Native Hawaiian or Other Pacific Islander,2012.0,7725.0
Oregon,Female,American Indian or Alaska Native,2012.0,33842.0
Oklahoma,Male,More than one race,2012.0,105948.0
Oklahoma,Male,White,2012.0,1429469.0
Arizona,Female,White,2012.0,2776242.0
Oklahoma,Male,Native Hawaiian or Other Pacific Islander,2012.0,3157.0
Oklahoma,Male,Black or African American,2012.0,145237.0
Oregon,Female,Asian,2012.0,85666.0
Arizona,Male,Black or African American,2012.0,155545.0
Ohio,Female,More than one race,2012.0,115697.0
Ohio,Female,White,2012.0,4904018.0
North Dakota,Female,Asian,2012.0,4129.0
Arkansas,Female,American Indian or Alaska Native,2012.0,13572.0
North Dakota,Female,American Indian or Alaska Native,2012.0,19705.0
North Carolina,Male,More than one race,2012.0,92965.0
Washington,Male,Asian,2012.0,247800.0
North Carolina,Male,White,2012.0,3452277.0
Wyoming,Male,Black or African American,2012.0,4571.0
North Carolina,Male,Native Hawaiian or Other Pacific Islander,2012.0,5745.0
North Carolina,Male,Black or African American,2012.0,1006926.0
North Carolina,Male,Asian,2012.0,116129.0
North Carolina,Male,American Indian or Alaska Native,2012.0,75567.0
North Carolina,Female,More than one race,2012.0,98025.0
Arkansas,Female,Black or African American,2012.0,240758.0
North Carolina,Female,White,2012.0,3554213.0
Arkansas,Female,Asian,2012.0,22267.0
North Dakota,Female,Black or African American,2012.0,4420.0
North Dakota,Female,Native Hawaiian or Other Pacific Islander,2012.0,192.0
North Dakota,Female,White,2012.0,310181.0
Ohio,Female,Native Hawaiian or Other Pacific Islander,2012.0,2695.0
Ohio,Female,Black or African American,2012.0,754537.0
Ohio,Female,Asian,2012.0,111307.0
Arizona,Male,Native Hawaiian or Other Pacific Islander,2012.0,9044.0
Ohio,Female,American Indian or Alaska Native,2012.0,14864.0
North Dakota,Male,More than one race,2012.0,6141.0
North Dakota,Male,White,2012.0,320384.0
Arizona,Male,White,2012.0,2742618.0
North Dakota,Male,Native Hawaiian or Other Pacific Islander,2012.0,205.0
Washington,Male,American Indian or Alaska Native,2012.0,65401.0
North Dakota,Male,Black or African American,2012.0,6385.0
North Dakota,Male,Asian,2012.0,4194.0
North Dakota,Male,American Indian or Alaska Native,2012.0,19117.0
North Dakota,Female,More than one race,2012.0,6123.0
Arizona,Male,More than one race,2012.0,82511.0
Oregon,Male,American Indian or Alaska Native,2012.0,35211.0
Delaware,Male,White,2012.0,318792.0
Nebraska,Male,Native Hawaiian or Other Pacific Islander,2012.0,1123.0
Virginia,Female,White,2012.0,2933645.0
Indiana,Female,Native Hawaiian or Other Pacific Islander,2012.0,1861.0
Wisconsin,Male,White,2012.0,2507598.0
Florida,Male,Asian,2012.0,234672.0
District of Columbia,Female,Native Hawaiian or Other Pacific Islander,2012.0,404.0
Hawaii,Female,Native Hawaiian or Other Pacific Islander,2012.0,70209.0
Idaho,Male,More than one race,2012.0,17128.0
Wisconsin,Male,Black or African American,2012.0,183469.0
Hawaii,Female,Black or African American,2012.0,10369.0
District of Columbia,Male,Black or African American,2012.0,144165.0
Illinois,Female,American Indian or Alaska Native,2012.0,35640.0
Wyoming,Female,American Indian or Alaska Native,2012.0,7422.0
Indiana,Female,Black or African American,2012.0,320396.0
Hawaii,Female,Asian,2012.0,286709.0
Delaware,Male,More than one race,2012.0,10225.0
Florida,Male,Black or African American,2012.0,1549924.0
Hawaii,Female,White,2012.0,164857.0
Illinois,Female,Asian,2012.0,336046.0
Idaho,Male,White,2012.0,749906.0
Florida,Female,Asian,2012.0,272807.0
District of Columbia,Male,American Indian or Alaska Native,2012.0,1793.0
District of Columbia,Female,White,2012.0,136362.0
Idaho,Male,American Indian or Alaska Native,2012.0,13596.0
Florida,Female,White,2012.0,7680208.0
Hawaii,Male,Native Hawaiian or Other Pacific Islander,2012.0,72849.0
Idaho,Male,Asian,2012.0,9805.0
Hawaii,Male,Black or African American,2012.0,16140.0
Idaho,Male,Black or African American,2012.0,6834.0
Indiana,Female,White,2012.0,2863462.0
Florida,Female,More than one race,2012.0,186054.0
Hawaii,Male,Asian,2012.0,250252.0
Hawaii,Male,American Indian or Alaska Native,2012.0,2854.0
District of Columbia,Male,Asian,2012.0,10044.0
Idaho,Male,Native Hawaiian or Other Pacific Islander,2012.0,1532.0
Hawaii,Female,More than one race,2012.0,160881.0
Florida,Male,American Indian or Alaska Native,2012.0,48928.0
Hawaii,Female,American Indian or Alaska Native,2012.0,2410.0
District of Columbia,Female,Black or African American,2012.0,173228.0
Illinois,Female,Black or African American,2012.0,1009327.0
Wisconsin,Male,More than one race,2012.0,46896.0
Illinois,Male,Asian,2012.0,312645.0
Georgia,Female,More than one race,2012.0,94308.0
Illinois,Male,More than one race,2012.0,110876.0
Wyoming,Female,Black or African American,2012.0,3100.0
District of Columbia,Female,American Indian or Alaska Native,2012.0,1718.0
Georgia,Female,White,2012.0,3118582.0
Georgia,Female,American Indian or Alaska Native,2012.0,23212.0
Illinois,Male,Black or African American,2012.0,891845.0
Georgia,Female,Native Hawaiian or Other Pacific Islander,2012.0,5135.0
Illinois,Male,Native Hawaiian or Other Pacific Islander,2012.0,3954.0
Illinois,Male,White,2012.0,4962194.0
Georgia,Female,Black or African American,2012.0,1643182.0
District of Columbia,Male,More than one race,2012.0,7148.0
Wisconsin,Male,Asian,2012.0,69285.0
Illinois,Male,American Indian or Alaska Native,2012.0,38530.0
Florida,Male,More than one race,2012.0,177737.0
District of Columbia,Male,White,2012.0,136912.0
District of Columbia,Female,Asian,2012.0,13819.0
Georgia,Male,More than one race,2012.0,88184.0
Florida,Male,Native Hawaiian or Other Pacific Islander,2012.0,10313.0
Indiana,Female,Asian,2012.0,61871.0
Illinois,Female,Native Hawaiian or Other Pacific Islander,2012.0,3758.0
Georgia,Male,White,2012.0,3086237.0
District of Columbia,Male,Native Hawaiian or Other Pacific Islander,2012.0,478.0
Georgia,Male,Native Hawaiian or Other Pacific Islander,2012.0,5760.0
Hawaii,Male,White,2012.0,193785.0
Illinois,Female,White,2012.0,5064230.0
Georgia,Male,Black or African American,2012.0,1456206.0
Florida,Male,White,2012.0,7413424.0
Indiana,Female,American Indian or Alaska Native,2012.0,12190.0
Illinois,Female,More than one race,2012.0,113465.0
Georgia,Male,Asian,2012.0,171440.0
Wyoming,Female,Asian,2012.0,2878.0
Georgia,Male,American Indian or Alaska Native,2012.0,26403.0
Florida,Female,American Indian or Alaska Native,2012.0,44332.0
Indiana,Female,More than one race,2012.0,59016.0
Georgia,Female,Asian,2012.0,182781.0
Idaho,Female,Black or African American,2012.0,5001.0
Indiana,Male,American Indian or Alaska Native,2012.0,12963.0
Idaho,Female,Asian,2012.0,11724.0
Idaho,Female,White,2012.0,747687.0
District of Columbia,Female,More than one race,2012.0,8853.0
Idaho,Female,Native Hawaiian or Other Pacific Islander,2012.0,1382.0
Wisconsin,Male,Native Hawaiian or Other Pacific Islander,2012.0,1440.0
Idaho,Female,More than one race,2012.0,17350.0
Hawaii,Male,More than one race,2012.0,163489.0
Idaho,Female,American Indian or Alaska Native,2012.0,13379.0
Florida,Female,Native Hawaiian or Other Pacific Islander,2012.0,9827.0
Nevada,Male,More than one race,2013.0,53364.0
Oregon,Female,Asian,2013.0,87722.0
Nebraska,Male,White,2013.0,831239.0
Massachusetts,Female,More than one race,2013.0,73321.0
Georgia,Male,Black or African American,2013.0,1473008.0
Massachusetts,Male,Black or African American,2013.0,265714.0
Washington,Female,Native Hawaiian or Other Pacific Islander,2013.0,23783.0
Massachusetts,Male,Asian,2013.0,195895.0
Idaho,Female,Asian,2013.0,11984.0
Oregon,Female,White,2013.0,1745323.0
Massachusetts,Male,American Indian or Alaska Native,2013.0,16017.0
Oregon,Female,Native Hawaiian or Other Pacific Islander,2013.0,7849.0
Oregon,Female,More than one race,2013.0,69654.0
Connecticut,Female,Asian,2013.0,79672.0
Oregon,Female,Black or African American,2013.0,36535.0
Illinois,Female,White,2013.0,5055190.0
California,Female,Native Hawaiian or Other Pacific Islander,2013.0,95339.0
Nevada,Female,White,2013.0,1045980.0
Montana,Male,White,2013.0,456371.0
Massachusetts,Female,White,2013.0,2869832.0
District of Columbia,Male,Native Hawaiian or Other Pacific Islander,2013.0,490.0
Connecticut,Female,Native Hawaiian or Other Pacific Islander,2013.0,1650.0
Maryland,Male,More than one race,2013.0,74228.0
West Virginia,Female,Black or African American,2013.0,29977.0
Pennsylvania,Female,American Indian or Alaska Native,2013.0,21452.0
Washington,Female,Black or African American,2013.0,128233.0
Wyoming,Female,White,2013.0,265043.0
Illinois,Female,More than one race,2013.0,116269.0
Massachusetts,Female,American Indian or Alaska Native,2013.0,15492.0
Oregon,Male,More than one race,2013.0,68042.0
West Virginia,Female,Asian,2013.0,7716.0
Wyoming,Male,Native Hawaiian or Other Pacific Islander,2013.0,297.0
Oregon,Male,American Indian or Alaska Native,2013.0,35625.0
Nevada,Male,White,2013.0,1085721.0
Oregon,Male,White,2013.0,1712055.0
Georgia,Male,Asian,2013.0,178935.0
Massachusetts,Female,Black or African American,2013.0,284216.0
Oregon,Male,Native Hawaiian or Other Pacific Islander,2013.0,8201.0
Arizona,Female,Asian,2013.0,114864.0
West Virginia,Male,White,2013.0,857145.0
Connecticut,Female,Black or African American,2013.0,212739.0
Massachusetts,Female,Native Hawaiian or Other Pacific Islander,2013.0,3283.0
Oregon,Male,Black or African American,2013.0,42409.0
Nebraska,Male,More than one race,2013.0,17906.0
Oregon,Male,Asian,2013.0,74959.0
Massachusetts,Female,Asian,2013.0,213831.0
Arizona,Female,Native Hawaiian or Other Pacific Islander,2013.0,7937.0
Oklahoma,Male,More than one race,2013.0,108036.0
Massachusetts,Male,Native Hawaiian or Other Pacific Islander,2013.0,3246.0
Oklahoma,Female,Native Hawaiian or Other Pacific Islander,2013.0,3139.0
Michigan,Female,White,2013.0,4010748.0
Oklahoma,Female,Black or African American,2013.0,147808.0
Wisconsin,Male,Native Hawaiian or Other Pacific Islander,2013.0,1479.0
Wyoming,Female,Asian,2013.0,2966.0
Oklahoma,Female,Asian,2013.0,41091.0
Arizona,Male,American Indian or Alaska Native,2013.0,174553.0
Michigan,Female,More than one race,2013.0,111696.0
Oklahoma,Female,American Indian or Alaska Native,2013.0,177153.0
New Hampshire,Female,Black or African American,2013.0,8237.0
Michigan,Male,American Indian or Alaska Native,2013.0,35253.0
Ohio,Male,More than one race,2013.0,115361.0
Georgia,Male,More than one race,2013.0,91537.0
Colorado,Male,White,2013.0,2326143.0
Illinois,Female,Black or African American,2013.0,1008312.0
Michigan,Male,Asian,2013.0,134862.0
Ohio,Male,White,2013.0,4725944.0
Nebraska,Male,Black or African American,2013.0,46212.0
New Hampshire,Female,Native Hawaiian or Other Pacific Islander,2013.0,282.0
District of Columbia,Female,Black or African American,2013.0,175838.0
Michigan,Male,Black or African American,2013.0,670429.0
Ohio,Male,Native Hawaiian or Other Pacific Islander,2013.0,2951.0
Arizona,Male,Asian,2013.0,101937.0
Washington,Female,White,2013.0,2822913.0
Oregon,Female,American Indian or Alaska Native,2013.0,34094.0
Wyoming,Male,American Indian or Alaska Native,2013.0,7822.0
Michigan,Female,Native Hawaiian or Other Pacific Islander,2013.0,1861.0
New Hampshire,Female,American Indian or Alaska Native,2013.0,1750.0
Pennsylvania,Female,Asian,2013.0,208959.0
Georgia,Male,Native Hawaiian or Other Pacific Islander,2013.0,5828.0
Massachusetts,Male,White,2013.0,2702466.0
Oklahoma,Male,White,2013.0,1438147.0
Connecticut,Female,American Indian or Alaska Native,2013.0,8890.0
Massachusetts,Male,More than one race,2013.0,70002.0
Oklahoma,Male,Native Hawaiian or Other Pacific Islander,2013.0,3318.0
Arizona,Female,White,2013.0,2801041.0
Oklahoma,Male,Black or African American,2013.0,147833.0
Michigan,Female,American Indian or Alaska Native,2013.0,35154.0
Oklahoma,Male,Asian,2013.0,37482.0
West Virginia,Male,Native Hawaiian or Other Pacific Islander,2013.0,268.0
Illinois,Female,Native Hawaiian or Other Pacific Islander,2013.0,3836.0
Michigan,Female,Asian,2013.0,143276.0
Oklahoma,Male,American Indian or Alaska Native,2013.0,174098.0
Nebraska,Male,Native Hawaiian or Other Pacific Islander,2013.0,1119.0
Georgia,Male,White,2013.0,3088689.0
New Hampshire,Female,Asian,2013.0,18071.0
Arizona,Female,More than one race,2013.0,86503.0
Michigan,Female,Black or African American,2013.0,741415.0
Oklahoma,Female,More than one race,2013.0,112919.0
Colorado,Male,More than one race,2013.0,73361.0
Oklahoma,Female,White,2013.0,1462190.0
Arizona,Female,American Indian or Alaska Native,2013.0,178843.0
Maryland,Male,Native Hawaiian or Other Pacific Islander,2013.0,3031.0
Pennsylvania,Female,Black or African American,2013.0,767300.0
Maine,Female,White,2013.0,645575.0
South Carolina,Female,Asian,2013.0,37235.0
South Carolina,Female,American Indian or Alaska Native,2013.0,12195.0
Maine,Female,More than one race,2013.0,10615.0
Rhode Island,Male,More than one race,2013.0,12934.0
Nevada,Male,American Indian or Alaska Native,2013.0,22455.0
Georgia,Female,Native Hawaiian or Other Pacific Islander,2013.0,5222.0
Maine,Male,American Indian or Alaska Native,2013.0,4427.0
Rhode Island,Male,White,2013.0,435967.0
Alaska,Male,Asian,2013.0,20830.0
Wisconsin,Male,Asian,2013.0,72349.0
Wisconsin,Female,American Indian or Alaska Native,2013.0,31460.0
Maine,Male,Asian,2013.0,6548.0
Rhode Island,Male,Native Hawaiian or Other Pacific Islander,2013.0,891.0
Illinois,Male,Black or African American,2013.0,891607.0
District of Columbia,Female,More than one race,2013.0,9368.0
Maine,Male,Black or African American,2013.0,10304.0
Rhode Island,Male,Black or African American,2013.0,39769.0
Washington,Female,American Indian or Alaska Native,2013.0,65225.0
Nevada,Male,Asian,2013.0,100231.0
Rhode Island,Male,Asian,2013.0,16713.0
Maine,Male,Native Hawaiian or Other Pacific Islander,2013.0,214.0
Connecticut,Male,Asian,2013.0,74142.0
Alaska,Male,American Indian or Alaska Native,2013.0,56078.0
South Carolina,Female,Black or African American,2013.0,706194.0
South Carolina,Female,Native Hawaiian or Other Pacific Islander,2013.0,1945.0
California,Female,More than one race,2013.0,705649.0
Louisiana,Male,White,2013.0,1457238.0
South Carolina,Male,Native Hawaiian or Other Pacific Islander,2013.0,2311.0
Alaska,Female,White,2013.0,232013.0
Connecticut,Male,Native Hawaiian or Other Pacific Islander,2013.0,1962.0
Louisiana,Male,More than one race,2013.0,33811.0
South Carolina,Male,Black or African American,2013.0,624225.0
South Carolina,Male,Asian,2013.0,32783.0
Maine,Female,American Indian or Alaska Native,2013.0,4565.0
South Carolina,Male,American Indian or Alaska Native,2013.0,13330.0
Idaho,Female,Black or African American,2013.0,5248.0
Nevada,Female,More than one race,2013.0,54559.0
Alaska,Female,More than one race,2013.0,25717.0
Virginia,Male,More than one race,2013.0,108895.0
Maine,Female,Asian,2013.0,8380.0
South Carolina,Female,More than one race,2013.0,40198.0
Georgia,Female,Black or African American,2013.0,1665293.0
Illinois,Male,Native Hawaiian or Other Pacific Islander,2013.0,4077.0
Maine,Female,Black or African American,2013.0,7959.0
South Carolina,Female,White,2013.0,1651398.0
Connecticut,Male,Black or African American,2013.0,194705.0
Nevada,Female,Native Hawaiian or Other Pacific Islander,2013.0,10194.0
Maine,Female,Native Hawaiian or Other Pacific Islander,2013.0,207.0
Rhode Island,Male,American Indian or Alaska Native,2013.0,4947.0
Maryland,Male,White,2013.0,1767530.0
Nevada,Female,Black or African American,2013.0,123794.0
Maine,Male,White,2013.0,618677.0
West Virginia,Male,More than one race,2013.0,14291.0
Maryland,Female,More than one race,2013.0,79018.0
Pennsylvania,Male,Black or African American,2013.0,710670.0
Pennsylvania,Male,Asian,2013.0,193800.0
Maryland,Male,American Indian or Alaska Native,2013.0,16862.0
Pennsylvania,Male,American Indian or Alaska Native,2013.0,22190.0
Connecticut,Female,White,2013.0,1500442.0
Illinois,Male,American Indian or Alaska Native,2013.0,38524.0
Idaho,Female,Native Hawaiian or Other Pacific Islander,2013.0,1460.0
Maryland,Male,Asian,2013.0,171570.0
Pennsylvania,Male,Native Hawaiian or Other Pacific Islander,2013.0,4011.0
District of Columbia,Male,White,2013.0,141673.0
Nevada,Female,American Indian or Alaska Native,2013.0,22393.0
District of Columbia,Female,Asian,2013.0,14397.0
Pennsylvania,Female,More than one race,2013.0,116353.0
California,Male,American Indian or Alaska Native,2013.0,321414.0
Maryland,Male,Black or African American,2013.0,836686.0
Alaska,Male,More than one race,2013.0,26020.0
Pennsylvania,Female,White,2013.0,5412951.0
Georgia,Male,American Indian or Alaska Native,2013.0,26523.0
Ohio,Male,Black or African American,2013.0,695237.0
Pennsylvania,Female,Native Hawaiian or Other Pacific Islander,2013.0,4157.0
Nevada,Male,Native Hawaiian or Other Pacific Islander,2013.0,10209.0
Maryland,Female,White,2013.0,1810927.0
Washington,Female,Asian,2013.0,295973.0
Alaska,Male,White,2013.0,262770.0
Rhode Island,Female,More than one race,2013.0,13726.0
Georgia,Female,White,2013.0,3125928.0
Connecticut,Male,American Indian or Alaska Native,2013.0,9329.0
Maine,Male,More than one race,2013.0,10538.0
Rhode Island,Female,White,2013.0,465108.0
Rhode Island,Female,Native Hawaiian or Other Pacific Islander,2013.0,866.0
Maryland,Female,American Indian or Alaska Native,2013.0,15519.0
Rhode Island,Female,Black or African American,2013.0,40479.0
Rhode Island,Female,Asian,2013.0,18597.0
California,Female,White,2013.0,14037566.0
Nevada,Male,Black or African American,2013.0,125425.0
Nevada,Female,Asian,2013.0,121645.0
Wisconsin,Male,More than one race,2013.0,48489.0
Alaska,Male,Native Hawaiian or Other Pacific Islander,2013.0,4589.0
Maryland,Female,Asian,2013.0,189562.0
Rhode Island,Female,American Indian or Alaska Native,2013.0,5084.0
Maryland,Female,Black or African American,2013.0,955403.0
Pennsylvania,Male,More than one race,2013.0,110884.0
Georgia,Female,More than one race,2013.0,97908.0
Connecticut,Female,More than one race,2013.0,39271.0
Illinois,Male,Asian,2013.0,323298.0
Maryland,Female,Native Hawaiian or Other Pacific Islander,2013.0,2852.0
Pennsylvania,Male,White,2013.0,5203582.0
Alaska,Male,Black or African American,2013.0,15345.0
Michigan,Male,Native Hawaiian or Other Pacific Islander,2013.0,1873.0
California,Male,Asian,2013.0,2562151.0
Ohio,Male,American Indian or Alaska Native,2013.0,16008.0
West Virginia,Female,More than one race,2013.0,14228.0
New York,Female,Native Hawaiian or Other Pacific Islander,2013.0,12861.0
Missouri,Female,More than one race,2013.0,62353.0
New York,Female,Black or African American,2013.0,1842496.0
Washington,Male,Native Hawaiian or Other Pacific Islander,2013.0,24287.0
Missouri,Male,American Indian or Alaska Native,2013.0,16374.0
New York,Female,Asian,2013.0,831798.0
California,Female,American Indian or Alaska Native,2013.0,310480.0
New Jersey,Female,American Indian or Alaska Native,2013.0,24687.0
Arkansas,Male,American Indian or Alaska Native,2013.0,13803.0
New York,Female,White,2013.0,7094682.0
Idaho,Male,Black or African American,2013.0,7182.0
Missouri,Male,Asian,2013.0,52497.0
New York,Female,American Indian or Alaska Native,2013.0,93253.0
Hawaii,Male,Asian,2013.0,250167.0
Colorado,Female,Asian,2013.0,88500.0
Missouri,Male,Black or African American,2013.0,338237.0
New Mexico,Male,More than one race,2013.0,24674.0
New Mexico,Male,White,2013.0,859664.0
Missouri,Male,Native Hawaiian or Other Pacific Islander,2013.0,4072.0
New Mexico,Male,Native Hawaiian or Other Pacific Islander,2013.0,1648.0
New Mexico,Male,Black or African American,2013.0,27642.0
Nebraska,Female,Asian,2013.0,20000.0
Missouri,Female,White,2013.0,2564560.0
Arkansas,Female,More than one race,2013.0,27936.0
Colorado,Female,Black or African American,2013.0,109380.0
North Carolina,Female,American Indian or Alaska Native,2013.0,77221.0
Hawaii,Female,More than one race,2013.0,162815.0
Washington,Male,Black or African American,2013.0,149382.0
Colorado,Female,Native Hawaiian or Other Pacific Islander,2013.0,4628.0
Mississippi,Male,More than one race,2013.0,16659.0
New York,Male,More than one race,2013.0,218098.0
Idaho,Male,Native Hawaiian or Other Pacific Islander,2013.0,1638.0
New Hampshire,Male,More than one race,2013.0,10289.0
Missouri,Female,American Indian or Alaska Native,2013.0,15751.0
New York,Male,White,2013.0,6822699.0
New York,Male,Native Hawaiian or Other Pacific Islander,2013.0,12601.0
Arkansas,Female,White,2013.0,1196072.0
Missouri,Female,Asian,2013.0,58416.0
New York,Male,Black or African American,2013.0,1600299.0
District of Columbia,Male,Asian,2013.0,10614.0
New York,Male,Asian,2013.0,766204.0
Missouri,Female,Black or African American,2013.0,373096.0
Nebraska,Female,Black or African American,2013.0,44193.0
New York,Male,American Indian or Alaska Native,2013.0,94746.0
West Virginia,Female,Native Hawaiian or Other Pacific Islander,2013.0,249.0
Missouri,Female,Native Hawaiian or Other Pacific Islander,2013.0,3951.0
New York,Female,More than one race,2013.0,234710.0
Hawaii,Male,American Indian or Alaska Native,2013.0,2925.0
Arkansas,Male,Asian,2013.0,20873.0
Missouri,Male,White,2013.0,2490076.0
New Mexico,Male,Asian,2013.0,15790.0
New Mexico,Male,American Indian or Alaska Native,2013.0,106364.0
Idaho,Male,American Indian or Alaska Native,2013.0,13941.0
New Jersey,Female,Asian,2013.0,409980.0
Montana,Male,American Indian or Alaska Native,2013.0,33180.0
New Jersey,Male,Native Hawaiian or Other Pacific Islander,2013.0,4205.0
New Jersey,Male,Black or African American,2013.0,616794.0
Arkansas,Male,White,2013.0,1167554.0
Nebraska,Female,American Indian or Alaska Native,2013.0,12639.0
Montana,Male,Asian,2013.0,3310.0
New Jersey,Male,Asian,2013.0,389910.0
California,Male,White,2013.0,14093171.0
California,Male,Native Hawaiian or Other Pacific Islander,2013.0,94143.0
District of Columbia,Female,White,2013.0,140116.0
Montana,Male,Black or African American,2013.0,3349.0
District of Columbia,Male,American Indian or Alaska Native,2013.0,1995.0
New Jersey,Female,Black or African American,2013.0,689367.0
New Jersey,Male,American Indian or Alaska Native,2013.0,26743.0
Montana,Male,More than one race,2013.0,12678.0
New Jersey,Female,Native Hawaiian or Other Pacific Islander,2013.0,4290.0
Hawaii,Male,White,2013.0,197695.0
Washington,Male,More than one race,2013.0,150232.0
Montana,Male,Native Hawaiian or Other Pacific Islander,2013.0,466.0
New Jersey,Female,More than one race,2013.0,89989.0
New Jersey,Female,White,2013.0,3319719.0
New Jersey,Male,White,2013.0,3194486.0
Mississippi,Male,White,2013.0,884889.0
Montana,Female,More than one race,2013.0,12619.0
New Jersey,Male,More than one race,2013.0,86802.0
Missouri,Male,More than one race,2013.0,61332.0
Idaho,Female,More than one race,2013.0,17821.0
New Mexico,Female,More than one race,2013.0,24947.0
Colorado,Female,American Indian or Alaska Native,2013.0,40433.0
Hawaii,Male,Black or African American,2013.0,16866.0
Montana,Female,American Indian or Alaska Native,2013.0,33770.0
Arkansas,Male,Black or African American,2013.0,219713.0
Idaho,Male,Asian,2013.0,9943.0
New Mexico,Female,White,2013.0,875568.0
Hawaii,Male,More than one race,2013.0,165771.0
Montana,Female,Asian,2013.0,4648.0
Washington,Male,White,2013.0,2826515.0
New Mexico,Female,Native Hawaiian or Other Pacific Islander,2013.0,1586.0
Montana,Female,Black or African American,2013.0,2134.0
New Mexico,Female,Black or African American,2013.0,23127.0
Wyoming,Male,Asian,2013.0,2443.0
New Mexico,Female,Asian,2013.0,18971.0
Montana,Female,Native Hawaiian or Other Pacific Islander,2013.0,361.0
West Virginia,Female,White,2013.0,883740.0
California,Male,More than one race,2013.0,690021.0
New Mexico,Female,American Indian or Alaska Native,2013.0,112292.0
Montana,Female,White,2013.0,450683.0
Arkansas,Male,Native Hawaiian or Other Pacific Islander,2013.0,4142.0
Hawaii,Male,Native Hawaiian or Other Pacific Islander,2013.0,73514.0
New Hampshire,Male,White,2013.0,615981.0
Arkansas,Female,Native Hawaiian or Other Pacific Islander,2013.0,3801.0
North Carolina,Female,Asian,2013.0,132862.0
North Dakota,Male,White,2013.0,329497.0
Hawaii,Female,Asian,2013.0,287127.0
Nebraska,Male,American Indian or Alaska Native,2013.0,12856.0
North Dakota,Male,Native Hawaiian or Other Pacific Islander,2013.0,211.0
Minnesota,Female,More than one race,2013.0,62028.0
Arizona,Male,White,2013.0,2765779.0
North Dakota,Male,Black or African American,2013.0,7867.0
Washington,Male,American Indian or Alaska Native,2013.0,66725.0
Minnesota,Male,American Indian or Alaska Native,2013.0,35990.0
North Dakota,Male,Asian,2013.0,4662.0
Colorado,Male,Asian,2013.0,74509.0
Georgia,Female,Asian,2013.0,190196.0
North Dakota,Male,American Indian or Alaska Native,2013.0,19650.0
District of Columbia,Male,Black or African American,2013.0,146369.0
Wyoming,Male,Black or African American,2013.0,4988.0
Illinois,Female,American Indian or Alaska Native,2013.0,35572.0
Idaho,Female,American Indian or Alaska Native,2013.0,13659.0
New Hampshire,Male,American Indian or Alaska Native,2013.0,1971.0
Minnesota,Male,Black or African American,2013.0,158661.0
North Dakota,Female,More than one race,2013.0,6620.0
West Virginia,Male,Asian,2013.0,6675.0
Hawaii,Female,Black or African American,2013.0,10766.0
Minnesota,Male,Native Hawaiian or Other Pacific Islander,2013.0,1628.0
Minnesota,Female,White,2013.0,2346152.0
Arizona,Male,More than one race,2013.0,85452.0
New Hampshire,Female,More than one race,2013.0,10193.0
Minnesota,Female,Native Hawaiian or Other Pacific Islander,2013.0,1604.0
Arkansas,Male,More than one race,2013.0,27286.0
Michigan,Male,White,2013.0,3919001.0
Hawaii,Female,American Indian or Alaska Native,2013.0,2488.0
Washington,Female,More than one race,2013.0,153692.0
West Virginia,Male,Black or African American,2013.0,35335.0
Ohio,Female,More than one race,2013.0,119181.0
Michigan,Male,More than one race,2013.0,107497.0
Arizona,Male,Black or African American,2013.0,159687.0
Colorado,Male,Native Hawaiian or Other Pacific Islander,2013.0,4881.0
Ohio,Female,White,2013.0,4897623.0
Minnesota,Female,American Indian or Alaska Native,2013.0,35895.0
Illinois,Female,Asian,2013.0,346867.0
Ohio,Female,Native Hawaiian or Other Pacific Islander,2013.0,2792.0
California,Female,Black or African American,2013.0,1271521.0
Minnesota,Female,Asian,2013.0,125563.0
New Hampshire,Female,White,2013.0,632957.0
Ohio,Female,Black or African American,2013.0,760739.0
Ohio,Female,Asian,2013.0,117588.0
Minnesota,Female,Black or African American,2013.0,152371.0
Nebraska,Male,Asian,2013.0,18699.0
Arizona,Male,Native Hawaiian or Other Pacific Islander,2013.0,9177.0
Ohio,Female,American Indian or Alaska Native,2013.0,15164.0
Colorado,Male,Black or African American,2013.0,121792.0
North Dakota,Male,More than one race,2013.0,6695.0
Ohio,Male,Asian,2013.0,108096.0
North Dakota,Female,White,2013.0,316577.0
North Dakota,Female,Native Hawaiian or Other Pacific Islander,2013.0,192.0
Mississippi,Female,White,2013.0,902582.0
North Carolina,Male,Asian,2013.0,123348.0
