"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths
	"Florida"	"12"	"2009"	"2009"	"Female"	"F"	390
	"Florida"	"12"	"2009"	"2009"	"Male"	"M"	1921
	"Florida"	"12"	"2010"	"2010"	"Female"	"F"	379
	"Florida"	"12"	"2010"	"2010"	"Male"	"M"	1873
	"Florida"	"12"	"2011"	"2011"	"Female"	"F"	365
	"Florida"	"12"	"2011"	"2011"	"Male"	"M"	1995
	"Florida"	"12"	"2012"	"2012"	"Female"	"F"	428
	"Florida"	"12"	"2012"	"2012"	"Male"	"M"	2027
	"Florida"	"12"	"2013"	"2013"	"Female"	"F"	412
	"Florida"	"12"	"2013"	"2013"	"Male"	"M"	2012
	"Florida"	"12"	"2014"	"2014"	"Female"	"F"	358
	"Florida"	"12"	"2014"	"2014"	"Male"	"M"	2036
	"Florida"	"12"	"2015"	"2015"	"Female"	"F"	374
	"Florida"	"12"	"2015"	"2015"	"Male"	"M"	2175
	"Florida"	"12"	"2016"	"2016"	"Female"	"F"	457
	"Florida"	"12"	"2016"	"2016"	"Male"	"M"	2236
	"Florida"	"12"	"2017"	"2017"	"Female"	"F"	428
	"Florida"	"12"	"2017"	"2017"	"Male"	"M"	2283
	"Florida"	"12"	"2018"	"2018"	"Female"	"F"	429
	"Florida"	"12"	"2018"	"2018"	"Male"	"M"	2455
	"Florida"	"12"	"2019"	"2019"	"Female"	"F"	443
	"Florida"	"12"	"2019"	"2019"	"Male"	"M"	2409
	"Florida"	"12"	"2020 "	"2020"	"Female"	"F"	475
	"Florida"	"12"	"2020 "	"2020"	"Male"	"M"	2521
	"Georgia"	"13"	"1999"	"1999"	"Female"	"F"	189
	"Georgia"	"13"	"1999"	"1999"	"Male"	"M"	917
	"Georgia"	"13"	"2000"	"2000"	"Female"	"F"	193
	"Georgia"	"13"	"2000"	"2000"	"Male"	"M"	908
	"Georgia"	"13"	"2001"	"2001"	"Female"	"F"	188
	"Georgia"	"13"	"2001"	"2001"	"Male"	"M"	932
	"Georgia"	"13"	"2002"	"2002"	"Female"	"F"	176
	"Georgia"	"13"	"2002"	"2002"	"Male"	"M"	945
	"Georgia"	"13"	"2003"	"2003"	"Female"	"F"	195
	"Georgia"	"13"	"2003"	"2003"	"Male"	"M"	975
	"Georgia"	"13"	"2004"	"2004"	"Female"	"F"	182
	"Georgia"	"13"	"2004"	"2004"	"Male"	"M"	879
	"Georgia"	"13"	"2005"	"2005"	"Female"	"F"	173
	"Georgia"	"13"	"2005"	"2005"	"Male"	"M"	882
	"Georgia"	"13"	"2006"	"2006"	"Female"	"F"	184
	"Georgia"	"13"	"2006"	"2006"	"Male"	"M"	942
	"Georgia"	"13"	"2007"	"2007"	"Female"	"F"	183
	"Georgia"	"13"	"2007"	"2007"	"Male"	"M"	1054
	"Georgia"	"13"	"2008"	"2008"	"Female"	"F"	223
	"Georgia"	"13"	"2008"	"2008"	"Male"	"M"	950
	"Georgia"	"13"	"2009"	"2009"	"Female"	"F"	222
	"Georgia"	"13"	"2009"	"2009"	"Male"	"M"	1021
	"Georgia"	"13"	"2010"	"2010"	"Female"	"F"	199
	"Georgia"	"13"	"2010"	"2010"	"Male"	"M"	1020
	"Georgia"	"13"	"2011"	"2011"	"Female"	"F"	215
	"Georgia"	"13"	"2011"	"2011"	"Male"	"M"	1005
	"Georgia"	"13"	"2012"	"2012"	"Female"	"F"	244
	"Georgia"	"13"	"2012"	"2012"	"Male"	"M"	1031
	"Georgia"	"13"	"2013"	"2013"	"Female"	"F"	211
	"Georgia"	"13"	"2013"	"2013"	"Male"	"M"	1038
	"Georgia"	"13"	"2014"	"2014"	"Female"	"F"	238
	"Georgia"	"13"	"2014"	"2014"	"Male"	"M"	1148
	"Georgia"	"13"	"2015"	"2015"	"Female"	"F"	251
	"Georgia"	"13"	"2015"	"2015"	"Male"	"M"	1186
	"Georgia"	"13"	"2016"	"2016"	"Female"	"F"	242
	"Georgia"	"13"	"2016"	"2016"	"Male"	"M"	1317
	"Georgia"	"13"	"2017"	"2017"	"Female"	"F"	265
	"Georgia"	"13"	"2017"	"2017"	"Male"	"M"	1340
	"Georgia"	"13"	"2018"	"2018"	"Female"	"F"	287
	"Georgia"	"13"	"2018"	"2018"	"Male"	"M"	1372
	"Georgia"	"13"	"2019"	"2019"	"Female"	"F"	276
	"Georgia"	"13"	"2019"	"2019"	"Male"	"M"	1412
	"Georgia"	"13"	"2020 "	"2020"	"Female"	"F"	285
	"Georgia"	"13"	"2020 "	"2020"	"Male"	"M"	1590
	"Hawaii"	"15"	"1999"	"1999"	"Female"	"F"	Suppressed
	"Hawaii"	"15"	"1999"	"1999"	"Male"	"M"	40
	"Hawaii"	"15"	"2000"	"2000"	"Female"	"F"	Suppressed
	"Hawaii"	"15"	"2000"	"2000"	"Male"	"M"	45
	"Hawaii"	"15"	"2001"	"2001"	"Female"	"F"	Suppressed
	"Hawaii"	"15"	"2001"	"2001"	"Male"	"M"	37
	"Hawaii"	"15"	"2002"	"2002"	"Female"	"F"	Suppressed
	"Hawaii"	"15"	"2002"	"2002"	"Male"	"M"	30
	"Hawaii"	"15"	"2003"	"2003"	"Female"	"F"	Suppressed
	"Hawaii"	"15"	"2003"	"2003"	"Male"	"M"	30
	"Hawaii"	"15"	"2004"	"2004"	"Female"	"F"	Suppressed
	"Hawaii"	"15"	"2004"	"2004"	"Male"	"M"	35
	"Hawaii"	"15"	"2005"	"2005"	"Female"	"F"	Suppressed
	"Hawaii"	"15"	"2005"	"2005"	"Male"	"M"	23
	"Hawaii"	"15"	"2006"	"2006"	"Female"	"F"	Suppressed
	"Hawaii"	"15"	"2006"	"2006"	"Male"	"M"	26
	"Hawaii"	"15"	"2007"	"2007"	"Female"	"F"	Suppressed
	"Hawaii"	"15"	"2007"	"2007"	"Male"	"M"	33
	"Hawaii"	"15"	"2008"	"2008"	"Female"	"F"	Suppressed
	"Hawaii"	"15"	"2008"	"2008"	"Male"	"M"	33
	"Hawaii"	"15"	"2009"	"2009"	"Female"	"F"	Suppressed
	"Hawaii"	"15"	"2009"	"2009"	"Male"	"M"	40
	"Hawaii"	"15"	"2010"	"2010"	"Female"	"F"	Suppressed
	"Hawaii"	"15"	"2010"	"2010"	"Male"	"M"	38
	"Hawaii"	"15"	"2011"	"2011"	"Female"	"F"	Suppressed
	"Hawaii"	"15"	"2011"	"2011"	"Male"	"M"	39
	"Hawaii"	"15"	"2012"	"2012"	"Female"	"F"	Suppressed
	"Hawaii"	"15"	"2012"	"2012"	"Male"	"M"	46
	"Hawaii"	"15"	"2013"	"2013"	"Female"	"F"	Suppressed
	"Hawaii"	"15"	"2013"	"2013"	"Male"	"M"	29
	"Hawaii"	"15"	"2014"	"2014"	"Female"	"F"	Suppressed
	"Hawaii"	"15"	"2014"	"2014"	"Male"	"M"	36
	"Hawaii"	"15"	"2015"	"2015"	"Female"	"F"	Suppressed
	"Hawaii"	"15"	"2015"	"2015"	"Male"	"M"	51
	"Hawaii"	"15"	"2016"	"2016"	"Female"	"F"	13
	"Hawaii"	"15"	"2016"	"2016"	"Male"	"M"	51
	"Hawaii"	"15"	"2017"	"2017"	"Female"	"F"	Suppressed
	"Hawaii"	"15"	"2017"	"2017"	"Male"	"M"	31
	"Hawaii"	"15"	"2018"	"2018"	"Female"	"F"	10
	"Hawaii"	"15"	"2018"	"2018"	"Male"	"M"	43
	"Hawaii"	"15"	"2019"	"2019"	"Female"	"F"	Suppressed
	"Hawaii"	"15"	"2019"	"2019"	"Male"	"M"	50
	"Hawaii"	"15"	"2020 "	"2020"	"Female"	"F"	Suppressed
	"Hawaii"	"15"	"2020 "	"2020"	"Male"	"M"	45
	"Idaho"	"16"	"1999"	"1999"	"Female"	"F"	23
	"Idaho"	"16"	"1999"	"1999"	"Male"	"M"	130
	"Idaho"	"16"	"2000"	"2000"	"Female"	"F"	18
	"Idaho"	"16"	"2000"	"2000"	"Male"	"M"	107
	"Idaho"	"16"	"2001"	"2001"	"Female"	"F"	33
	"Idaho"	"16"	"2001"	"2001"	"Male"	"M"	140
	"Idaho"	"16"	"2002"	"2002"	"Female"	"F"	16
	"Idaho"	"16"	"2002"	"2002"	"Male"	"M"	146
	"Idaho"	"16"	"2003"	"2003"	"Female"	"F"	19
	"Idaho"	"16"	"2003"	"2003"	"Male"	"M"	143
	"Idaho"	"16"	"2004"	"2004"	"Female"	"F"	20
	"Idaho"	"16"	"2004"	"2004"	"Male"	"M"	155
	"Idaho"	"16"	"2005"	"2005"	"Female"	"F"	23
	"Idaho"	"16"	"2005"	"2005"	"Male"	"M"	171
	"Idaho"	"16"	"2006"	"2006"	"Female"	"F"	26
	"Idaho"	"16"	"2006"	"2006"	"Male"	"M"	152
	"Idaho"	"16"	"2007"	"2007"	"Female"	"F"	18
	"Idaho"	"16"	"2007"	"2007"	"Male"	"M"	165
	"Idaho"	"16"	"2008"	"2008"	"Female"	"F"	24
	"Idaho"	"16"	"2008"	"2008"	"Male"	"M"	146
	"Idaho"	"16"	"2009"	"2009"	"Female"	"F"	29
	"Idaho"	"16"	"2009"	"2009"	"Male"	"M"	163
	"Idaho"	"16"	"2010"	"2010"	"Female"	"F"	24
	"Idaho"	"16"	"2010"	"2010"	"Male"	"M"	174
	"Idaho"	"16"	"2011"	"2011"	"Female"	"F"	27
	"Idaho"	"16"	"2011"	"2011"	"Male"	"M"	163
	"Idaho"	"16"	"2012"	"2012"	"Female"	"F"	28
	"Idaho"	"16"	"2012"	"2012"	"Male"	"M"	176
	"Idaho"	"16"	"2013"	"2013"	"Female"	"F"	36
	"Idaho"	"16"	"2013"	"2013"	"Male"	"M"	191
	"Idaho"	"16"	"2014"	"2014"	"Female"	"F"	37
	"Idaho"	"16"	"2014"	"2014"	"Male"	"M"	172
	"Idaho"	"16"	"2015"	"2015"	"Female"	"F"	38
	"Idaho"	"16"	"2015"	"2015"	"Male"	"M"	208
	"Idaho"	"16"	"2016"	"2016"	"Female"	"F"	39
	"Idaho"	"16"	"2016"	"2016"	"Male"	"M"	197
	"Idaho"	"16"	"2017"	"2017"	"Female"	"F"	37
	"Idaho"	"16"	"2017"	"2017"	"Male"	"M"	241
	"Idaho"	"16"	"2018"	"2018"	"Female"	"F"	51
	"Idaho"	"16"	"2018"	"2018"	"Male"	"M"	236
	"Idaho"	"16"	"2019"	"2019"	"Female"	"F"	40
	"Idaho"	"16"	"2019"	"2019"	"Male"	"M"	208
	"Idaho"	"16"	"2020 "	"2020"	"Female"	"F"	44
	"Idaho"	"16"	"2020 "	"2020"	"Male"	"M"	268
	"Illinois"	"17"	"1999"	"1999"	"Female"	"F"	126
	"Illinois"	"17"	"1999"	"1999"	"Male"	"M"	1081
	"Illinois"	"17"	"2000"	"2000"	"Female"	"F"	110
	"Illinois"	"17"	"2000"	"2000"	"Male"	"M"	1021
	"Illinois"	"17"	"2001"	"2001"	"Female"	"F"	137
	"Illinois"	"17"	"2001"	"2001"	"Male"	"M"	1146
	"Illinois"	"17"	"2002"	"2002"	"Female"	"F"	119
	"Illinois"	"17"	"2002"	"2002"	"Male"	"M"	1115
	"Illinois"	"17"	"2003"	"2003"	"Female"	"F"	103
	"Illinois"	"17"	"2003"	"2003"	"Male"	"M"	1043
	"Illinois"	"17"	"2004"	"2004"	"Female"	"F"	115
	"Illinois"	"17"	"2004"	"2004"	"Male"	"M"	878
	"Illinois"	"17"	"2005"	"2005"	"Female"	"F"	115
	"Illinois"	"17"	"2005"	"2005"	"Male"	"M"	907
	"Illinois"	"17"	"2006"	"2006"	"Female"	"F"	99
	"Illinois"	"17"	"2006"	"2006"	"Male"	"M"	936
	"Illinois"	"17"	"2007"	"2007"	"Female"	"F"	102
	"Illinois"	"17"	"2007"	"2007"	"Male"	"M"	924
	"Illinois"	"17"	"2008"	"2008"	"Female"	"F"	99
	"Illinois"	"17"	"2008"	"2008"	"Male"	"M"	1002
	"Illinois"	"17"	"2009"	"2009"	"Female"	"F"	103
	"Illinois"	"17"	"2009"	"2009"	"Male"	"M"	946
	"Illinois"	"17"	"2010"	"2010"	"Female"	"F"	100
	"Illinois"	"17"	"2010"	"2010"	"Male"	"M"	959
	"Illinois"	"17"	"2011"	"2011"	"Female"	"F"	96
	"Illinois"	"17"	"2011"	"2011"	"Male"	"M"	1002
	"Illinois"	"17"	"2012"	"2012"	"Female"	"F"	120
	"Illinois"	"17"	"2012"	"2012"	"Male"	"M"	1049
	"Illinois"	"17"	"2013"	"2013"	"Female"	"F"	122
	"Illinois"	"17"	"2013"	"2013"	"Male"	"M"	984
	"Illinois"	"17"	"2014"	"2014"	"Female"	"F"	111
	"Illinois"	"17"	"2014"	"2014"	"Male"	"M"	1059
	"Illinois"	"17"	"2015"	"2015"	"Female"	"F"	116
	"Illinois"	"17"	"2015"	"2015"	"Male"	"M"	1094
	"Illinois"	"17"	"2016"	"2016"	"Female"	"F"	137
	"Illinois"	"17"	"2016"	"2016"	"Male"	"M"	1340
	"Illinois"	"17"	"2017"	"2017"	"Female"	"F"	156
	"Illinois"	"17"	"2017"	"2017"	"Male"	"M"	1380
	"Illinois"	"17"	"2018"	"2018"	"Female"	"F"	160
	"Illinois"	"17"	"2018"	"2018"	"Male"	"M"	1216
	"Illinois"	"17"	"2019"	"2019"	"Female"	"F"	159
	"Illinois"	"17"	"2019"	"2019"	"Male"	"M"	1209
	"Illinois"	"17"	"2020 "	"2020"	"Female"	"F"	170
	"Illinois"	"17"	"2020 "	"2020"	"Male"	"M"	1570
	"Indiana"	"18"	"1999"	"1999"	"Female"	"F"	94
	"Indiana"	"18"	"1999"	"1999"	"Male"	"M"	582
	"Indiana"	"18"	"2000"	"2000"	"Female"	"F"	88
	"Indiana"	"18"	"2000"	"2000"	"Male"	"M"	584
	"Indiana"	"18"	"2001"	"2001"	"Female"	"F"	130
	"Indiana"	"18"	"2001"	"2001"	"Male"	"M"	604
	"Indiana"	"18"	"2002"	"2002"	"Female"	"F"	111
	"Indiana"	"18"	"2002"	"2002"	"Male"	"M"	609
	"Indiana"	"18"	"2003"	"2003"	"Female"	"F"	102
	"Indiana"	"18"	"2003"	"2003"	"Male"	"M"	592
	"Indiana"	"18"	"2004"	"2004"	"Female"	"F"	90
	"Indiana"	"18"	"2004"	"2004"	"Male"	"M"	544
	"Indiana"	"18"	"2005"	"2005"	"Female"	"F"	86
	"Indiana"	"18"	"2005"	"2005"	"Male"	"M"	610
	"Indiana"	"18"	"2006"	"2006"	"Female"	"F"	93
	"Indiana"	"18"	"2006"	"2006"	"Male"	"M"	646
	"Indiana"	"18"	"2007"	"2007"	"Female"	"F"	111
	"Indiana"	"18"	"2007"	"2007"	"Male"	"M"	556
	"Indiana"	"18"	"2008"	"2008"	"Female"	"F"	114
	"Indiana"	"18"	"2008"	"2008"	"Male"	"M"	606
	"Indiana"	"18"	"2009"	"2009"	"Female"	"F"	88
	"Indiana"	"18"	"2009"	"2009"	"Male"	"M"	647
	"Indiana"	"18"	"2010"	"2010"	"Female"	"F"	104
	"Indiana"	"18"	"2010"	"2010"	"Male"	"M"	601
	"Indiana"	"18"	"2011"	"2011"	"Female"	"F"	94
	"Indiana"	"18"	"2011"	"2011"	"Male"	"M"	537
	"Indiana"	"18"	"2012"	"2012"	"Female"	"F"	119
	"Indiana"	"18"	"2012"	"2012"	"Male"	"M"	672
	"Indiana"	"18"	"2013"	"2013"	"Female"	"F"	121
	"Indiana"	"18"	"2013"	"2013"	"Male"	"M"	723
	"Indiana"	"18"	"2014"	"2014"	"Female"	"F"	99
	"Indiana"	"18"	"2014"	"2014"	"Male"	"M"	717
	"Indiana"	"18"	"2015"	"2015"	"Female"	"F"	124
	"Indiana"	"18"	"2015"	"2015"	"Male"	"M"	712
	"Indiana"	"18"	"2016"	"2016"	"Female"	"F"	146
	"Indiana"	"18"	"2016"	"2016"	"Male"	"M"	840
	"Indiana"	"18"	"2017"	"2017"	"Female"	"F"	142
	"Indiana"	"18"	"2017"	"2017"	"Male"	"M"	869
	"Indiana"	"18"	"2018"	"2018"	"Female"	"F"	172
	"Indiana"	"18"	"2018"	"2018"	"Male"	"M"	797
	"Indiana"	"18"	"2019"	"2019"	"Female"	"F"	125
	"Indiana"	"18"	"2019"	"2019"	"Male"	"M"	830
	"Indiana"	"18"	"2020 "	"2020"	"Female"	"F"	169
	"Indiana"	"18"	"2020 "	"2020"	"Male"	"M"	975
	"Iowa"	"19"	"1999"	"1999"	"Female"	"F"	27
	"Iowa"	"19"	"1999"	"1999"	"Male"	"M"	180
	"Iowa"	"19"	"2000"	"2000"	"Female"	"F"	19
	"Iowa"	"19"	"2000"	"2000"	"Male"	"M"	173
	"Iowa"	"19"	"2001"	"2001"	"Female"	"F"	14
	"Iowa"	"19"	"2001"	"2001"	"Male"	"M"	175
	"Iowa"	"19"	"2002"	"2002"	"Female"	"F"	27
	"Iowa"	"19"	"2002"	"2002"	"Male"	"M"	169
	"Iowa"	"19"	"2003"	"2003"	"Female"	"F"	24
	"Iowa"	"19"	"2003"	"2003"	"Male"	"M"	182
	"Iowa"	"19"	"2004"	"2004"	"Female"	"F"	14
	"Iowa"	"19"	"2004"	"2004"	"Male"	"M"	176
	"Iowa"	"19"	"2005"	"2005"	"Female"	"F"	27
	"Iowa"	"19"	"2005"	"2005"	"Male"	"M"	174
	"Iowa"	"19"	"2006"	"2006"	"Female"	"F"	30
	"Iowa"	"19"	"2006"	"2006"	"Male"	"M"	163
	"Iowa"	"19"	"2007"	"2007"	"Female"	"F"	12
	"Iowa"	"19"	"2007"	"2007"	"Male"	"M"	142
	"Iowa"	"19"	"2008"	"2008"	"Female"	"F"	27
	"Iowa"	"19"	"2008"	"2008"	"Male"	"M"	196
	"Iowa"	"19"	"2009"	"2009"	"Female"	"F"	18
	"Iowa"	"19"	"2009"	"2009"	"Male"	"M"	174
	"Iowa"	"19"	"2010"	"2010"	"Female"	"F"	33
	"Iowa"	"19"	"2010"	"2010"	"Male"	"M"	181
	"Iowa"	"19"	"2011"	"2011"	"Female"	"F"	27
	"Iowa"	"19"	"2011"	"2011"	"Male"	"M"	193
	"Iowa"	"19"	"2012"	"2012"	"Female"	"F"	35
	"Iowa"	"19"	"2012"	"2012"	"Male"	"M"	181
	"Iowa"	"19"	"2013"	"2013"	"Female"	"F"	32
	"Iowa"	"19"	"2013"	"2013"	"Male"	"M"	219
	"Iowa"	"19"	"2014"	"2014"	"Female"	"F"	33
	"Iowa"	"19"	"2014"	"2014"	"Male"	"M"	203
	"Iowa"	"19"	"2015"	"2015"	"Female"	"F"	40
	"Iowa"	"19"	"2015"	"2015"	"Male"	"M"	205
	"Iowa"	"19"	"2016"	"2016"	"Female"	"F"	31
	"Iowa"	"19"	"2016"	"2016"	"Male"	"M"	259
	"Iowa"	"19"	"2017"	"2017"	"Female"	"F"	23
	"Iowa"	"19"	"2017"	"2017"	"Male"	"M"	269
	"Iowa"	"19"	"2018"	"2018"	"Female"	"F"	29
	"Iowa"	"19"	"2018"	"2018"	"Male"	"M"	252
	"Iowa"	"19"	"2019"	"2019"	"Female"	"F"	34
	"Iowa"	"19"	"2019"	"2019"	"Male"	"M"	256
	"Iowa"	"19"	"2020 "	"2020"	"Female"	"F"	44
	"Iowa"	"19"	"2020 "	"2020"	"Male"	"M"	308
	"Kansas"	"20"	"1999"	"1999"	"Female"	"F"	40
	"Kansas"	"20"	"1999"	"1999"	"Male"	"M"	231
	"Kansas"	"20"	"2000"	"2000"	"Female"	"F"	41
	"Kansas"	"20"	"2000"	"2000"	"Male"	"M"	258
	"Kansas"	"20"	"2001"	"2001"	"Female"	"F"	45
	"Kansas"	"20"	"2001"	"2001"	"Male"	"M"	222
	"Kansas"	"20"	"2002"	"2002"	"Female"	"F"	40
	"Kansas"	"20"	"2002"	"2002"	"Male"	"M"	229
	"Kansas"	"20"	"2003"	"2003"	"Female"	"F"	41
	"Kansas"	"20"	"2003"	"2003"	"Male"	"M"	257
	"Kansas"	"20"	"2004"	"2004"	"Female"	"F"	50
	"Kansas"	"20"	"2004"	"2004"	"Male"	"M"	242
	"Kansas"	"20"	"2005"	"2005"	"Female"	"F"	27
	"Kansas"	"20"	"2005"	"2005"	"Male"	"M"	228
	"Kansas"	"20"	"2006"	"2006"	"Female"	"F"	39
	"Kansas"	"20"	"2006"	"2006"	"Male"	"M"	252
	"Kansas"	"20"	"2007"	"2007"	"Female"	"F"	33
	"Kansas"	"20"	"2007"	"2007"	"Male"	"M"	256
	"Kansas"	"20"	"2008"	"2008"	"Female"	"F"	30
	"Kansas"	"20"	"2008"	"2008"	"Male"	"M"	245
	"Kansas"	"20"	"2009"	"2009"	"Female"	"F"	41
	"Kansas"	"20"	"2009"	"2009"	"Male"	"M"	259
	"Kansas"	"20"	"2010"	"2010"	"Female"	"F"	37
	"Kansas"	"20"	"2010"	"2010"	"Male"	"M"	255
	"Kansas"	"20"	"2011"	"2011"	"Female"	"F"	56
	"Kansas"	"20"	"2011"	"2011"	"Male"	"M"	268
	"Kansas"	"20"	"2012"	"2012"	"Female"	"F"	47
	"Kansas"	"20"	"2012"	"2012"	"Male"	"M"	326
	"Kansas"	"20"	"2013"	"2013"	"Female"	"F"	42
	"Kansas"	"20"	"2013"	"2013"	"Male"	"M"	286
	"Kansas"	"20"	"2014"	"2014"	"Female"	"F"	44
	"Kansas"	"20"	"2014"	"2014"	"Male"	"M"	276
	"Kansas"	"20"	"2015"	"2015"	"Female"	"F"	49
	"Kansas"	"20"	"2015"	"2015"	"Male"	"M"	277
	"Kansas"	"20"	"2016"	"2016"	"Female"	"F"	50
	"Kansas"	"20"	"2016"	"2016"	"Male"	"M"	332
	"Kansas"	"20"	"2017"	"2017"	"Female"	"F"	70
	"Kansas"	"20"	"2017"	"2017"	"Male"	"M"	395
	"Kansas"	"20"	"2018"	"2018"	"Female"	"F"	60
	"Kansas"	"20"	"2018"	"2018"	"Male"	"M"	364
	"Kansas"	"20"	"2019"	"2019"	"Female"	"F"	50
	"Kansas"	"20"	"2019"	"2019"	"Male"	"M"	349
	"Kansas"	"20"	"2020 "	"2020"	"Female"	"F"	68
	"Kansas"	"20"	"2020 "	"2020"	"Male"	"M"	423
	"Kentucky"	"21"	"1999"	"1999"	"Female"	"F"	86
	"Kentucky"	"21"	"1999"	"1999"	"Male"	"M"	440
	"Kentucky"	"21"	"2000"	"2000"	"Female"	"F"	85
	"Kentucky"	"21"	"2000"	"2000"	"Male"	"M"	460
	"Kentucky"	"21"	"2001"	"2001"	"Female"	"F"	73
	"Kentucky"	"21"	"2001"	"2001"	"Male"	"M"	451
	"Kentucky"	"21"	"2002"	"2002"	"Female"	"F"	87
	"Kentucky"	"21"	"2002"	"2002"	"Male"	"M"	456
	"Kentucky"	"21"	"2003"	"2003"	"Female"	"F"	79
	"Kentucky"	"21"	"2003"	"2003"	"Male"	"M"	479
	"Kentucky"	"21"	"2004"	"2004"	"Female"	"F"	93
	"Kentucky"	"21"	"2004"	"2004"	"Male"	"M"	460
	"Kentucky"	"21"	"2005"	"2005"	"Female"	"F"	97
	"Kentucky"	"21"	"2005"	"2005"	"Male"	"M"	448
	"Kentucky"	"21"	"2006"	"2006"	"Female"	"F"	69
	"Kentucky"	"21"	"2006"	"2006"	"Male"	"M"	461
	"Kentucky"	"21"	"2007"	"2007"	"Female"	"F"	100
	"Kentucky"	"21"	"2007"	"2007"	"Male"	"M"	514
	"Kentucky"	"21"	"2008"	"2008"	"Female"	"F"	84
	"Kentucky"	"21"	"2008"	"2008"	"Male"	"M"	492
	"Kentucky"	"21"	"2009"	"2009"	"Female"	"F"	105
	"Kentucky"	"21"	"2009"	"2009"	"Male"	"M"	453
	"Kentucky"	"21"	"2010"	"2010"	"Female"	"F"	80
	"Kentucky"	"21"	"2010"	"2010"	"Male"	"M"	473
	"Kentucky"	"21"	"2011"	"2011"	"Female"	"F"	95
	"Kentucky"	"21"	"2011"	"2011"	"Male"	"M"	515
	"Kentucky"	"21"	"2012"	"2012"	"Female"	"F"	116
	"Kentucky"	"21"	"2012"	"2012"	"Male"	"M"	531
	"Kentucky"	"21"	"2013"	"2013"	"Female"	"F"	122
	"Kentucky"	"21"	"2013"	"2013"	"Male"	"M"	499
	"Kentucky"	"21"	"2014"	"2014"	"Female"	"F"	114
	"Kentucky"	"21"	"2014"	"2014"	"Male"	"M"	517
	"Kentucky"	"21"	"2015"	"2015"	"Female"	"F"	111
	"Kentucky"	"21"	"2015"	"2015"	"Male"	"M"	574
	"Kentucky"	"21"	"2016"	"2016"	"Female"	"F"	139
	"Kentucky"	"21"	"2016"	"2016"	"Male"	"M"	621
	"Kentucky"	"21"	"2017"	"2017"	"Female"	"F"	115
	"Kentucky"	"21"	"2017"	"2017"	"Male"	"M"	608
	"Kentucky"	"21"	"2018"	"2018"	"Female"	"F"	116
	"Kentucky"	"21"	"2018"	"2018"	"Male"	"M"	641
	"Kentucky"	"21"	"2019"	"2019"	"Female"	"F"	107
	"Kentucky"	"21"	"2019"	"2019"	"Male"	"M"	571
	"Kentucky"	"21"	"2020 "	"2020"	"Female"	"F"	139
	"Kentucky"	"21"	"2020 "	"2020"	"Male"	"M"	753
	"Louisiana"	"22"	"1999"	"1999"	"Female"	"F"	126
	"Louisiana"	"22"	"1999"	"1999"	"Male"	"M"	650
	"Louisiana"	"22"	"2000"	"2000"	"Female"	"F"	110
	"Louisiana"	"22"	"2000"	"2000"	"Male"	"M"	680
	"Louisiana"	"22"	"2001"	"2001"	"Female"	"F"	123
	"Louisiana"	"22"	"2001"	"2001"	"Male"	"M"	660
	"Louisiana"	"22"	"2002"	"2002"	"Female"	"F"	127
	"Louisiana"	"22"	"2002"	"2002"	"Male"	"M"	745
	"Louisiana"	"22"	"2003"	"2003"	"Female"	"F"	118
	"Louisiana"	"22"	"2003"	"2003"	"Male"	"M"	725
	"Louisiana"	"22"	"2004"	"2004"	"Female"	"F"	121
	"Louisiana"	"22"	"2004"	"2004"	"Male"	"M"	781
	"Louisiana"	"22"	"2005"	"2005"	"Female"	"F"	133
	"Louisiana"	"22"	"2005"	"2005"	"Male"	"M"	722
	"Louisiana"	"22"	"2006"	"2006"	"Female"	"F"	124
	"Louisiana"	"22"	"2006"	"2006"	"Male"	"M"	706
	"Louisiana"	"22"	"2007"	"2007"	"Female"	"F"	129
	"Louisiana"	"22"	"2007"	"2007"	"Male"	"M"	739
	"Louisiana"	"22"	"2008"	"2008"	"Female"	"F"	126
	"Louisiana"	"22"	"2008"	"2008"	"Male"	"M"	700
	"Louisiana"	"22"	"2009"	"2009"	"Female"	"F"	118
	"Louisiana"	"22"	"2009"	"2009"	"Male"	"M"	691
	"Louisiana"	"22"	"2010"	"2010"	"Female"	"F"	123
	"Louisiana"	"22"	"2010"	"2010"	"Male"	"M"	741
	"Louisiana"	"22"	"2011"	"2011"	"Female"	"F"	143
	"Louisiana"	"22"	"2011"	"2011"	"Male"	"M"	727
	"Louisiana"	"22"	"2012"	"2012"	"Female"	"F"	139
	"Louisiana"	"22"	"2012"	"2012"	"Male"	"M"	716
	"Louisiana"	"22"	"2013"	"2013"	"Female"	"F"	123
	"Louisiana"	"22"	"2013"	"2013"	"Male"	"M"	761
	"Louisiana"	"22"	"2014"	"2014"	"Female"	"F"	163
	"Louisiana"	"22"	"2014"	"2014"	"Male"	"M"	729
	"Louisiana"	"22"	"2015"	"2015"	"Female"	"F"	141
	"Louisiana"	"22"	"2015"	"2015"	"Male"	"M"	811
	"Louisiana"	"22"	"2016"	"2016"	"Female"	"F"	162
	"Louisiana"	"22"	"2016"	"2016"	"Male"	"M"	823
	"Louisiana"	"22"	"2017"	"2017"	"Female"	"F"	158
	"Louisiana"	"22"	"2017"	"2017"	"Male"	"M"	842
	"Louisiana"	"22"	"2018"	"2018"	"Female"	"F"	150
